Index,Value
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,1
763,2
764,3
765,8
766,8
767,9
768,9
769,12
770,12
771,12
772,10
773,10
774,9
775,5
776,4
777,4
778,1
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,3
812,10
813,23
814,35
815,47
816,60
817,56
818,49
819,44
820,41
821,38
822,29
823,26
824,23
825,15
826,12
827,10
828,5
829,3
830,1
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,1
859,2
860,9
861,73
862,215
863,426
864,855
865,1496
866,3660
867,2902
868,1061
869,648
870,242
871,170
872,117
873,90
874,76
875,51
876,37
877,24
878,11
879,6
880,3
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,6
909,22
910,176
911,1755
912,3256
913,3786
914,4978
915,7989
916,10950
917,8031
918,4660
919,3526
920,2639
921,1237
922,640
923,499
924,438
925,318
926,223
927,117
928,56
929,37
930,23
931,14
932,12
933,7
934,6
935,5
936,1
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,7
959,69
960,1520
961,5046
962,5704
963,5387
964,7727
965,11008
966,11233
967,7192
968,4551
969,5260
970,6845
971,6915
972,6390
973,5082
974,4255
975,2701
976,1656
977,2030
978,1159
979,422
980,165
981,95
982,54
983,34
984,22
985,16
986,9
987,5
988,2
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,7
1009,92
1010,2691
1011,5204
1012,4958
1013,5117
1014,8896
1015,9285
1016,10589
1017,11492
1018,8385
1019,9830
1020,9578
1021,9763
1022,12458
1023,12225
1024,9183
1025,5460
1026,5630
1027,7070
1028,7351
1029,4989
1030,2328
1031,763
1032,316
1033,165
1034,60
1035,34
1036,23
1037,11
1038,3
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,7
1059,98
1060,2004
1061,4250
1062,4884
1063,5886
1064,8785
1065,7550
1066,9436
1067,11495
1068,9363
1069,9667
1070,9745
1071,11405
1072,11645
1073,11996
1074,8817
1075,7047
1076,8139
1077,5782
1078,6819
1079,6549
1080,4033
1081,2939
1082,2133
1083,1143
1084,334
1085,152
1086,78
1087,38
1088,5
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,7
1109,95
1110,1207
1111,3168
1112,4403
1113,6357
1114,6161
1115,4344
1116,5217
1117,5234
1118,5631
1119,7287
1120,8820
1121,9068
1122,9192
1123,9638
1124,8042
1125,10489
1126,10399
1127,8059
1128,7048
1129,4387
1130,3764
1131,5836
1132,5615
1133,4370
1134,3479
1135,3475
1136,1249
1137,75
1138,12
1139,2
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,7
1159,78
1160,601
1161,2208
1162,5016
1163,7224
1164,4511
1165,3375
1166,4344
1167,4663
1168,4750
1169,6461
1170,8389
1171,7598
1172,6492
1173,5820
1174,7084
1175,9873
1176,11188
1177,9616
1178,7951
1179,4175
1180,5175
1181,6018
1182,7637
1183,7000
1184,8314
1185,6676
1186,2948
1187,251
1188,43
1189,5
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,7
1209,48
1210,205
1211,1192
1212,3960
1213,5510
1214,2971
1215,2647
1216,4530
1217,5323
1218,4522
1219,6412
1220,7138
1221,5293
1222,3516
1223,3169
1224,4741
1225,6225
1226,7934
1227,8726
1228,7447
1229,6302
1230,5899
1231,4303
1232,6142
1233,8019
1234,9926
1235,8207
1236,4330
1237,1177
1238,102
1239,5
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,6
1259,19
1260,69
1261,476
1262,2033
1263,2802
1264,1984
1265,2779
1266,4592
1267,4257
1268,3528
1269,5574
1270,6635
1271,4320
1272,2462
1273,2843
1274,2780
1275,3446
1276,5043
1277,6019
1278,6062
1279,8462
1280,7250
1281,4319
1282,6382
1283,7079
1284,9270
1285,8988
1286,5650
1287,2667
1288,166
1289,8
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,4
1310,27
1311,159
1312,1446
1313,2629
1314,2059
1315,3329
1316,4318
1317,3607
1318,3099
1319,5475
1320,6596
1321,3442
1322,2352
1323,3016
1324,3140
1325,3254
1326,3497
1327,3731
1328,5089
1329,7685
1330,9008
1331,6838
1332,7106
1333,6121
1334,7595
1335,8391
1336,7739
1337,3432
1338,254
1339,8
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,2
1360,3
1361,43
1362,645
1363,2224
1364,2825
1365,4343
1366,4396
1367,3826
1368,3567
1369,3270
1370,2915
1371,1893
1372,2191
1373,2581
1374,3032
1375,2910
1376,2713
1377,2619
1378,4407
1379,6775
1380,7612
1381,7254
1382,6517
1383,4057
1384,3369
1385,4178
1386,5386
1387,3083
1388,315
1389,8
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,11
1412,92
1413,1568
1414,3328
1415,4549
1416,4870
1417,4265
1418,3563
1419,2297
1420,1408
1421,1560
1422,2174
1423,2288
1424,2289
1425,2074
1426,1957
1427,2450
1428,3908
1429,6106
1430,7198
1431,7020
1432,5088
1433,2811
1434,2312
1435,3266
1436,4330
1437,2680
1438,210
1439,7
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,5
1462,71
1463,1836
1464,4265
1465,4649
1466,4567
1467,3822
1468,3414
1469,2492
1470,1763
1471,1825
1472,2127
1473,1892
1474,1857
1475,1782
1476,1510
1477,2362
1478,3488
1479,5073
1480,6582
1481,5918
1482,3168
1483,2048
1484,2559
1485,4365
1486,4444
1487,1944
1488,160
1489,6
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,6
1512,78
1513,1690
1514,3932
1515,4081
1516,3504
1517,3685
1518,3814
1519,2523
1520,2083
1521,2185
1522,2378
1523,2136
1524,2025
1525,1948
1526,1814
1527,2245
1528,3314
1529,4732
1530,4656
1531,3732
1532,1929
1533,1904
1534,2794
1535,5369
1536,4923
1537,1142
1538,86
1539,3
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,6
1562,75
1563,1308
1564,2757
1565,3038
1566,3007
1567,3230
1568,3320
1569,2110
1570,2302
1571,2187
1572,2221
1573,2292
1574,2172
1575,2219
1576,2592
1577,2932
1578,3516
1579,4264
1580,4011
1581,2472
1582,1707
1583,2236
1584,2704
1585,4814
1586,4179
1587,1080
1588,34
1589,2
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,4
1612,57
1613,1556
1614,3173
1615,2800
1616,2338
1617,2464
1618,2110
1619,1827
1620,2684
1621,2459
1622,2642
1623,2130
1624,2029
1625,1920
1626,2715
1627,3079
1628,3356
1629,3670
1630,4088
1631,2819
1632,2271
1633,2596
1634,2421
1635,2080
1636,1266
1637,234
1638,9
1639,1
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,4
1662,32
1663,1533
1664,3609
1665,2642
1666,2321
1667,2036
1668,1964
1669,2354
1670,2769
1671,2206
1672,2224
1673,2131
1674,1812
1675,1914
1676,3153
1677,3346
1678,3418
1679,3759
1680,3623
1681,2518
1682,2385
1683,2410
1684,1569
1685,790
1686,194
1687,40
1688,4
1689,1
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,3
1712,18
1713,748
1714,2613
1715,2883
1716,2494
1717,1950
1718,1941
1719,2286
1720,2363
1721,2546
1722,2492
1723,2354
1724,1410
1725,2214
1726,3005
1727,2784
1728,3075
1729,4120
1730,3723
1731,2429
1732,1988
1733,1393
1734,754
1735,320
1736,81
1737,23
1738,2
1739,1
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,1
1762,9
1763,206
1764,1777
1765,3244
1766,2904
1767,1551
1768,1484
1769,1884
1770,2004
1771,2292
1772,2219
1773,2142
1774,1994
1775,2185
1776,2348
1777,2260
1778,2696
1779,3619
1780,3954
1781,2635
1782,1311
1783,731
1784,338
1785,120
1786,42
1787,12
1788,2
1789,1
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,1
1813,72
1814,1339
1815,3629
1816,3461
1817,1002
1818,610
1819,1079
1820,1577
1821,1961
1822,1870
1823,1828
1824,1936
1825,1745
1826,1664
1827,1641
1828,2268
1829,2857
1830,3199
1831,2067
1832,697
1833,284
1834,100
1835,38
1836,11
1837,4
1838,1
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,32
1864,1900
1865,3124
1866,2551
1867,472
1868,133
1869,292
1870,569
1871,1062
1872,1355
1873,1558
1874,1711
1875,1516
1876,1420
1877,1491
1878,2323
1879,2668
1880,2544
1881,1519
1882,341
1883,92
1884,35
1885,12
1886,4
1887,2
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,15
1914,1537
1915,2212
1916,860
1917,125
1918,18
1919,30
1920,90
1921,199
1922,321
1923,548
1924,799
1925,906
1926,935
1927,1066
1928,2276
1929,3084
1930,2615
1931,1338
1932,187
1933,36
1934,15
1935,4
1936,2
1937,1
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,5
1964,57
1965,109
1966,20
1967,8
1968,3
1969,6
1970,13
1971,24
1972,34
1973,76
1974,93
1975,105
1976,144
1977,359
1978,2102
1979,3519
1980,2855
1981,916
1982,96
1983,10
1984,4
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,1
2019,2
2020,3
2021,4
2022,5
2023,9
2024,10
2025,13
2026,27
2027,236
2028,2410
2029,3968
2030,2552
2031,396
2032,46
2033,3
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,1
2070,1
2071,2
2072,2
2073,2
2074,2
2075,3
2076,9
2077,180
2078,2378
2079,3702
2080,2208
2081,184
2082,13
2083,2
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,1
2127,107
2128,1756
2129,2823
2130,1842
2131,118
2132,3
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,1
2177,51
2178,859
2179,2526
2180,1930
2181,103
2182,3
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,11
2228,70
2229,892
2230,439
2231,18
2232,3
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,1
2277,2
2278,2
2279,2
2280,2
2281,2
2282,2
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
